Marca,Modello,Anno,Tipo,KIT-W-Kit,FLUSHBAR Argento ,"FLUSHBAR MIX Argento 
W-Flush",THRUBAR Argento W-Through,RAILBAR Argento W-RailBar,RAILBAR MIX Argento W-RailBarMix,FLUSHBAR Nere WB-Flush,FLUSHBAR MIX Nere WB-FlushMix,THRUBAR Nere WB-Through,RAILBAR Nere WB-RailBar,RAILBAR MIX nere WB-RailBarMix ,Descrizione tetto
Peugeot,2008 - railing,06/13>11/19,Barre lungitudinali,YK328W,,Y8050194,Y8050187,,Y8050208,,Y8050233,Y8050227,,Y8050245,railing standard
Peugeot,207 3p - fixpoint,05/06>11/12,Punti fissi,YK466W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto fixpoint
Peugeot,207 5p - fixpoint,05/06>11/12,Punti fissi,YK466W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto fixpoint
Peugeot,207 Plus 3p - fixpoint,02/13>08/14,Punti fissi,YK466W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto fixpoint
Peugeot,207 Plus 5p - fixpoint,02/13>08/14,Punti fissi,YK466W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto fixpoint
Peugeot,207 sw - railing,07/07>12/13,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Peugeot,208 3p,04/12>07/18,Tetto nudo,YK967W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Peugeot,208 5p,04/12>10/19,Tetto nudo,YK783W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Peugeot,3008 - fixpoint,05/09>09/16,Punti fissi,YK466W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto fixpoint
Peugeot,3008,10/16>,Tetto nudo,YK1061W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Peugeot,3008 - profilo,10/16>,Profili integrati,YK1000W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Peugeot,307 3p - fixpoint,06/01>08/07,Punti fissi,YK337W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Peugeot,307 5p - fixpoint,06/01>08/07,Punti fissi,YK337W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Peugeot,307 sw - railing,05/02>04/08,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Peugeot,308 5p (anche tettuccio),10/13>,Tetto nudo,YK770W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Peugeot,308 sw - railing,05/08>04/14,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Peugeot,308 sw,05/14>,Tetto nudo,YK770W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Peugeot,308 sw - profilo,05/14>,Profili integrati,YK829W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,profilo integrato
Peugeot,4007 - railing,07/08>12/12,Barre lungitudinali,YK328W,Y8050182,,Y8050188,,Y8050211,Y8050222,,Y8050228,,Y8050248,railing standard
Peugeot,4008 - fixpoint,04/12>12/16,Punti fissi,YK602W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Peugeot,4008 - profilo,04/12>12/16,Profili integrati,YK508W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Peugeot,407 4p - fixpoint,05/04>05/11,Punti fissi,YK466W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Peugeot,407 sw - railing,09/04>12/11,Barre lungitudinali,YK328W,,,Y8050187,Y8050203,,,,Y8050227,Y8050240,,railing standard
Peugeot,5008 (solo Allure) - fixpoint,11/09>12/16,Punti fissi,YK871W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto fixpoint
Peugeot,5008 (no Allure) - fixpoint,11/09>12/16,Punti fissi,YK466W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Peugeot,5008 - profilo,01/17>,Profili integrati,YK1080W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Peugeot,508 4p,03/11>05/18,Tetto nudo,YK776W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Peugeot,508 Rxh (anche tetto vetro) - profilo,05/12>05/17,Profili integrati,YK667W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Peugeot,508 Rxh (anche tetto vetro) - fixpoint,09/14>05/17,Punti fissi,YK667W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Peugeot,508 sw (anche tetto vetro) - profilo,03/11>05/18,Profili integrati,YK667W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Peugeot,Bipper (van) - fixpoint,05/08>03/14,Punti fissi,YK947W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,tetto fixpoint
Peugeot,Bipper (van) - railing,05/08>03/14,Barre lungitudinali,YK328W,,Y8050198,Y8050189,Y8050206,,,Y8050237,Y8050229,Y8050243,,railing standard
Peugeot,Bipper Tepee 5p - fixpoint,03/09>12/17,Punti fissi,YK947W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,tetto fixpoint
Peugeot,Bipper Tepee 5p - railing,03/09>12/17,Barre lungitudinali,YK328W,,Y8050198,Y8050189,Y8050206,,,Y8050237,Y8050229,Y8050243,,railing standard
Peugeot,Expert (van) - fixpoint,01/07>03/16,Punti fissi,YK462W,Y8050185,,Y8050190,,,Y8050225,,Y8050230,,,tetto fixpoint
Peugeot,Partner (van) (Passo Lungo)  - fixpoint,04/08>08/18,Punti fissi,YK559W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto fixpoint
Peugeot,Partner Tepee 5p - railing,05/08>08/18,Barre lungitudinali,YK328W,Y8050184,,Y8050190,,Y8050212,Y8050224,,Y8050230,,Y8050249,railing standard
Porsche,Cayenne - railing,01/03>01/10,Barre lungitudinali,YK328W,Y8050180,,Y8050189,Y8050203,,Y8050220,,Y8050229,Y8050240,,railing standard
Porsche,Cayenne - profilo scanalato,01/03>01/10,Profili a T,YK450W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,profilo scanalato
Porsche,Cayenne,02/10>12/17,Tetto nudo,YK527W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,tetto standard
Porsche,Cayenne - railing,02/10>12/17,Barre lungitudinali,YK328W,,Y8050197,Y8050189,,Y8050211,,Y8050236,Y8050229,,Y8050248,railing standard
Porsche,Cayenne - profilo,01/18>,Profili integrati,YK1000W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo integrato
Porsche,Macan - profilo,12/13>,Profili integrati,YK812W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,profilo integrato
Porsche,Panamera - fixpoint,09/09>10/16,Punti fissi,YK396W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Renault,Captur,05/13>11/19,Tetto nudo,YK725W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Renault,Clio III 3p - fixpoint,10/05>01/13,Punti fissi,YK525W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto fixpoint
Renault,Clio III 5p,10/05>01/13,Tetto nudo,YK820W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto standard
Renault,Clio III Sportour - railing,02/08>08/13,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050210,,Y8050234,Y8050228,,Y8050247,railing standard
Renault,Clio IV 5p,10/12>07/19,Tetto nudo,YK718W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Renault,Clio IV Generation 5p,08/19>03/20,Tetto nudo,YK718W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Renault,Clio IV Sporter - railing,04/13>03/20,Barre lungitudinali,YK328W,,Y8050194,Y8050187,Y8050202,,,Y8050233,Y8050227,Y8050239,,railing standard
Renault,Espace (anche tetto vetro),05/15>,Tetto nudo,YK942W,,Y8050198,Y8050190,,,,Y8050237,Y8050230,,,tetto standard
Renault,Grand Scenic 7 posti - profilo,11/16>,Profili integrati,YK1042W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Renault,Kadjar - profilo,06/15>,Profili integrati,YK941W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,profilo integrato
Renault,Kangoo (van) (Maxi)  - fixpoint,02/08>,Punti fissi,YK440W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto fixpoint
Renault,Kangoo 5p - fixpoint,02/08>,Punti fissi,YK440W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto fixpoint
Renault,Koleos - railing,06/08>09/11,Barre lungitudinali,YK328W,Y8050182,,Y8050189,,Y8050211,Y8050222,,Y8050229,,Y8050248,railing standard
Renault,Laguna II Grandtour - railing,03/01>09/07,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Renault,Laguna III Sportour - railing,10/07>06/16,Barre lungitudinali,YK328W,Y8050180,,Y8050188,Y8050203,,Y8050220,,Y8050228,Y8050240,,railing standard
Renault,Megane II 3p - fixpoint,10/02>10/08,Punti fissi,YK398W,Y8050180,,Y8050187,,,Y8050220,,Y8050227,,,tetto fixpoint
Renault,Megane II 5p - fixpoint,10/02>10/08,Punti fissi,YK398W,Y8050180,,Y8050187,,,Y8050220,,Y8050227,,,tetto fixpoint
Renault,Megane II Grandtour - railing,09/03>08/09,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Renault,Megane III 5p,11/08>12/15,Tetto nudo,YK541W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Renault,Megane III Sportour - railing,09/09>11/13,Barre lungitudinali,YK328W,Y8050180,,Y8050188,,Y8050209,Y8050220,,Y8050228,,Y8050246,railing standard
Renault,Megane IV Berlina 5p,01/16>,Tetto nudo,YK1005W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Renault,Megane IV Sporter - profilo,10/16>,Profili integrati,YK1042W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,profilo integrato
Renault,Scenic 7 posti - railing,04/13>10/16,Barre lungitudinali,YK328W,Y8050181,,Y8050188,Y8050204,,Y8050221,,Y8050228,Y8050241,,railing standard
Renault,Scenic X-Mod 5 posti - railing,04/13>09/16,Barre lungitudinali,YK328W,,Y8050195,Y8050188,Y8050204,,,Y8050234,Y8050228,Y8050241,,railing standard
Renault,Talisman 4p,02/16>,Tetto nudo,YK1006W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Renault,Talisman Sporter - profilo,06/16>,Profili integrati,YK1042W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,profilo integrato
Renault,Trafic (van) - fixpoint,08/06>05/14,Punti fissi,YK723W,,,Y8050190,,,,,Y8050230,,,tetto fixpoint
Renault,Trafic (van) - fixpoint,06/14>,Punti fissi,YK928W,,,Y8050190,,,,,Y8050230,,,tetto fixpoint
Renault,Twingo,09/14>,Tetto nudo,YK866W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto standard
Rover / MG,ZT - railing,01/01>05/05,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Saab,9-3 Sport Sedan 4p - fixpoint,07/05>06/12,Punti fissi,YK371W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Saab,9-3 Sport Sedan 4p - railing,07/05>06/12,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Saab,9-3 SportHatch - fixpoint,07/02>06/12,Punti fissi,YK371W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Seat,Alhambra - railing,07/00>09/10,Barre lungitudinali,YK328W,,Y8050196,Y8050188,,Y8050211,,Y8050235,Y8050228,,Y8050248,railing standard
Seat,Alhambra - railing,10/10>,Barre lungitudinali,YK328W,,Y8050197,Y8050189,Y8050205,,,Y8050236,Y8050229,Y8050242,,railing standard
Seat,Altea,04/04>12/14,Tetto nudo,YK788W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Seat,Altea XL - profilo,01/07>06/15,Profili integrati,YK810W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Seat,Arona - railing,11/17>,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,railing standard
Seat,Ateca - railing,07/16>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,railing standard
Seat,Exeo 4p,05/09>12/12,Tetto nudo,YK377W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Seat,Exeo ST - railing,09/09>12/12,Barre lungitudinali,YK328W,,,Y8050188,,Y8050209,,,Y8050228,,Y8050246,railing standard
Seat,Ibiza 5p,06/08>05/17,Tetto nudo,YK519W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Seat,Ibiza 5p,06/17>,Tetto nudo,YK1092W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Seat,Ibiza ST - profilo,06/10>05/17,Profili integrati,YK810W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Seat,Leon,09/05>12/12,Tetto nudo,YK512W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Seat,Leon 5p,01/13>,Tetto nudo,YK733W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Seat,Leon ST - profilo,01/14>12/16,Profili integrati,YK810W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Seat,Leon ST - profilo,01/17>,Profili integrati,YK1000W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Seat,Mii 3p,05/12>09/18,Tetto nudo,YK712W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Seat,Mii 5p,05/12>,Tetto nudo,YK720W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Skoda,Citigo 3p,05/12>10/19,Tetto nudo,YK712W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Skoda,Citigo 5p,05/12>10/19,Tetto nudo,YK720W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Skoda,Fabia 5p - fixpoint,02/00>04/07,Punti fissi,YK568W,,Y8050193,Y8050188,,,,Y8050232,Y8050228,,,tetto fixpoint
Skoda,Fabia 5p,05/07>01/15,Tetto nudo,YK601W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Skoda,Fabia 5p,02/15>06/18,Tetto nudo,YK891W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Skoda,Fabia 5p,07/18>,Tetto nudo,YK891W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Skoda,Fabia Wagon - railing,01/08>03/15,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050210,,Y8050234,Y8050228,,Y8050247,railing standard
Skoda,Fabia Wagon (no tetto vetro),04/15>,Tetto nudo,YK1109W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Skoda,Fabia Wagon - railing,04/15>06/18,Barre lungitudinali,YK328W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,railing standard
Skoda,Fabia Wagon - railing,07/18>,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,Y8050209,,Y8050233,Y8050228,,Y8050246,railing standard
Skoda,Karoq - railing,12/17>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,railing standard
Skoda,Kodiaq - railing,04/17>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,railing standard
Skoda,Octavia 5p,09/04>02/13,Tetto nudo,YK381W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Skoda,Octavia 5p,03/13>,Tetto nudo,YK715W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Skoda,Octavia Wagon - railing,01/05>04/13,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Skoda,Octavia Wagon - railing,05/13>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050209,,Y8050234,Y8050228,,Y8050246,railing standard
Skoda,Rapid Spaceback,11/13>04/19,Tetto nudo,YK938W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Skoda,Roomster - railing,09/06>10/15,Barre lungitudinali,YK328W,Y8050179,,Y8050187,Y8050202,,Y8050219,,Y8050227,Y8050239,,railing standard
Skoda,Superb 4p,09/08>06/15,Tetto nudo,YK566W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Skoda,Superb Wagon - railing,02/10>09/15,Barre lungitudinali,YK328W,,Y8050195,Y8050188,Y8050203,,,Y8050234,Y8050228,Y8050240,,railing standard
Skoda,Superb Wagon,10/15>,Tetto nudo,YK949W,Y8050181,,Y8050189,,,Y8050221,,Y8050229,,,tetto standard
Skoda,Superb Wagon - railing,10/15>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,railing standard
Skoda,Yeti - railing,10/09>12/17,Barre lungitudinali,YK468W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Ssangyong,Actyon,11/06>12/11,Tetto nudo,YK992W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Ssangyong,Korando,01/11>10/19,Tetto nudo,YK574W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Ssangyong,Korando - railing,01/11>10/19,Barre lungitudinali,YK328W,Y8050181,,Y8050188,,Y8050210,Y8050221,,Y8050228,,Y8050247,railing standard
Ssangyong,Kyron - railing,11/06>12/11,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Ssangyong,Rexton - railing,11/02>12/12,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Ssangyong,Rexton - railing,12/17>,Barre lungitudinali,YK328W,Y8050183,,Y8050189,Y8050205,,Y8050223,,Y8050229,Y8050242,,railing standard
Ssangyong,Rexton W - railing,02/13>12/18,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050209,,Y8050234,Y8050228,,Y8050246,railing standard
Ssangyong,Rodius - railing,11/13>12/19,Barre lungitudinali,,,,,,Y8050210,,,,,Y8050247,railing standard
Ssangyong,Tivoli - profilo,05/15>,Profili integrati,YK957W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Ssangyong,Tivoli - railing,01/18>,Barre lungitudinali,YK328W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,railing standard
Subaru,Forester - profilo,01/97>03/08,Profili integrati,YK325W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,profilo integrato
Subaru,Forester,04/08>01/13,Tetto nudo,YK514W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Subaru,Forester - railing,04/08>01/13,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Subaru,Forester - fixpoint,02/13>12/19,Punti fissi,YK368W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Subaru,Forester - railing,02/13>12/19,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050210,,Y8050234,Y8050228,,Y8050247,railing standard
Subaru,Forester - railing,01/20>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050210,,Y8050234,Y8050228,,Y8050247,railing standard
Subaru,Impreza 5p,10/07>10/16,Tetto nudo,YK533W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Subaru,Impreza 5p - fixpoint,10/07>10/16,Punti fissi,YK368W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Subaru,Impreza 5p - fixpoint,11/16>,Punti fissi,YK618W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Subaru,Impreza Station Wagon - railing,12/00>09/07,Barre lungitudinali,YK328W,,,Y8050187,,Y8050208,,,Y8050227,,Y8050245,railing standard
Subaru,Legacy 4p,05/03>03/10,Tetto nudo,YK165W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Subaru,Legacy 4p,04/10>09/13,Tetto nudo,YK467W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Subaru,Legacy Station Wagon - fixpoint,05/03>08/09,Punti fissi,YK325W,,Y8050192,Y8050187,,,,Y8050231,Y8050227,,,tetto fixpoint
Subaru,Legacy Station Wagon - fixpoint,09/09>09/13,Punti fissi,YK368W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Subaru,Levorg sw - fixpoint,10/15>,Punti fissi,YK618W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Subaru,Outback - railing,09/09>02/15,Barre lungitudinali,YK328W,Y8050180,,Y8050188,Y8050203,,Y8050220,,Y8050228,Y8050240,,railing standard
Subaru,Outback - profilo,09/09>02/15,Profili integrati,YK325W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,profilo integrato
Subaru,Outback - profilo,03/15>,Profili integrati,YK325W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,profilo integrato
Subaru,Trezia,03/11>12/13,Tetto nudo,YK973W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Subaru,Tribeca - fixpoint,11/06>07/10,Punti fissi,YK500W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto fixpoint
Subaru,Tribeca - railing,11/06>07/10,Barre lungitudinali,YK328W,,,Y8050189,Y8050205,,,,Y8050229,Y8050242,,railing standard
Subaru,Xv - fixpoint,01/12>01/18,Punti fissi,YK368W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,tetto fixpoint
Subaru,Xv - railing,01/12>01/18,Barre lungitudinali,YK328W,,Y8050196,Y8050188,,Y8050210,,Y8050235,Y8050228,,Y8050247,railing standard
Suzuki,Alto,03/09>03/15,Tetto nudo,YK432W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto standard
Suzuki,Baleno - fixpoint,04/16>,Punti fissi,YK1039W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto fixpoint
Suzuki,Grand Vitara 3p - profilo,10/05>03/15,Profili integrati,YK388W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Suzuki,Grand Vitara 5p - profilo,10/05>03/15,Profili integrati,YK388W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Suzuki,Ignis,01/17>,Tetto nudo,YK1056W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Suzuki,Ignis - railing,01/17>,Barre lungitudinali,YK328W,,Y8050193,Y8050187,,Y8050208,,Y8050232,Y8050227,,Y8050245,railing standard
Suzuki,Ignis 5p,10/03>12/08,Tetto nudo,YK598W,Y8050180,,Y8050187,,,Y8050220,,Y8050227,,,tetto standard
Suzuki,Jimny - gocciolatoio,11/18>,Grondina,YK324W,Y8050184,,Y8050190,,,Y8050224,,Y8050230,,,gocciolatoio
Suzuki,Kizashi 4p - fixpoint,03/13>06/14,Punti fissi,YK529W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Suzuki,Liana 5p,09/01>12/07,Tetto nudo,YK623W,Y8050180,,Y8050187,,,Y8050220,,Y8050227,,,tetto standard
Suzuki,S-Cross - profilo,09/13>,Profili integrati,YK864W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,profilo integrato
Suzuki,Splash,03/08>09/15,Tetto nudo,YK619W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Suzuki,Swift 3p - fixpoint,09/10>04/17,Punti fissi,YK567W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Suzuki,Swift 5p - fixpoint,01/06>08/10,Punti fissi,YK173W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto fixpoint
Suzuki,Swift 5p - fixpoint,09/10>04/17,Punti fissi,YK567W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Suzuki,Swift 5p,05/17>,Tetto nudo,YK1075W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Suzuki,SX4 - fixpoint,03/06>08/13,Punti fissi,YK331W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto fixpoint
Suzuki,SX4 - railing,03/06>08/13,Barre lungitudinali,YK328W,Y8050181,,Y8050188,Y8050204,,Y8050221,,Y8050228,Y8050241,,railing standard
Suzuki,Vitara 5p - profilo,04/15>,Profili integrati,YK864W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Suzuki,Wagon R+ - railing,01/98>09/03,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Suzuki,Wagon R+ - railing,10/03>02/08,Barre lungitudinali,YK328W,,,Y8050187,,,,,Y8050227,,,railing standard
Tata,Indigo SW - railing,10/04>08/11,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Tesla,Model S - fixpoint,01/13>,Punti fissi,YK930W,,,Y8050189,,,,Y8050309,Y8050229,,,tetto fixpoint
Toyota,Auris 5p,04/07>11/12,Tetto nudo,YK318W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto standard
Toyota,Auris 5p,12/12>03/19,Tetto nudo,YK679W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Toyota,Auris Touring Sports - profilo,10/13>03/19,Profili integrati,YK743W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,profilo integrato
Toyota,Avensis 4p,04/09>03/19,Tetto nudo,YK524W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Toyota,Avensis Verso,05/01>12/08,Tetto nudo,YK389W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Toyota,Avensis Verso - railing,05/01>12/08,Barre lungitudinali,YK328W,,,Y8050188,Y8050201,,,,Y8050228,Y8050238,,railing standard
Toyota,Avensis Wagon - railing,05/03>03/09,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Toyota,Avensis Wagon - fixpoint,04/09>03/19,Punti fissi,YK460W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Toyota,C-HR,12/16>,Tetto nudo,YK1050W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Toyota,Corolla 5p,01/02>12/07,Tetto nudo,YK144W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Toyota,Corolla sw,01/02>12/07,Tetto nudo,YK366W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Toyota,Corolla sw - railing,01/02>12/07,Barre lungitudinali,YK328W,,,Y8050187,Y8050202,,,,Y8050227,Y8050239,,railing standard
Toyota,Corolla Verso,01/02>08/04,Tetto nudo,YK146W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
