	Marca	Modello	Anno	Tipo	KIT-W-Kit	FLUSHBAR Argento 	"FLUSHBAR MIX Argento 
W-Flush"	THRUBAR Argento W-Through	RAILBAR Argento W-RailBar	RAILBAR MIX Argento W-RailBarMix	FLUSHBAR Nere WB-Flush	FLUSHBAR MIX Nere WB-FlushMix	THRUBAR Nere WB-Through	RAILBAR Nere WB-RailBar	RAILBAR MIX nere WB-RailBarMix 	Descrizione tetto
402	Mazda	6 Wagon - railing	2013-	Barre lungitudinali	YK328W		Y8050196	Y8050188		Y8050210		Y8050235	Y8050228		Y8050247	railing standard
403	Mazda	CX-5 - fixpoint	2012-2017	Punti fissi	YK451W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
404	Mazda	CX-5 - profilo	2017-	Profili integrati	YK1097W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
405	Mazda	CX-7 - fixpoint	2007-2013	Punti fissi	YK340W	Y8050182		Y8050188			Y8050222		Y8050228			tetto fixpoint
406	Mazda	Demio	1998-2003	Tetto nudo	YK355W			Y8050189					Y8050229			tetto standard
407	Mazda	MPV - railing	2000-2006	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
408	Mazda	Premacy	1999-2005	Tetto nudo	YK502W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
409	Mazda	Premacy - railing	1999-2005	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
410	Mazda	Tribute - railing	2001-2006	Barre lungitudinali	YK328W			Y8050187	Y8050201				Y8050227	Y8050238		railing standard
411	Mercedes	Citan (van) (Extralong)  - fixpoint	2012-	Punti fissi	YK953W	Y8050181		Y8050189			Y8050221		Y8050229			tetto fixpoint
412	Mercedes	CLA 4p - fixpoint	2013-2019	Punti fissi	YK748W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
413	Mercedes	CLA Shooting Brake - fixpoint	2015-2019	Punti fissi	YK650W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
414	Mercedes	Classe A 3p - fixpoint	2004-2010	Punti fissi	YK402W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
415	Mercedes	Classe A 5p - fixpoint	2004-2012	Punti fissi	YK371W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
416	Mercedes	Classe A 5p - fixpoint	2012-2018	Punti fissi	YK650W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
417	Mercedes	Classe A 5p - fixpoint	2018-	Punti fissi	YK650W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
418	Mercedes	Classe A Berlina 4p - fixpoint	2019-	Punti fissi	YK748W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
419	Mercedes	Classe B - fixpoint	2005-2011	Punti fissi	YK402W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
420	Mercedes	Classe B - fixpoint	2011-2019	Punti fissi	YK650W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
421	Mercedes	Classe B - fixpoint	2019-	Punti fissi	YK650W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
422	Mercedes	Classe C 4p	2000-2007	Tetto nudo	YK409W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
423	Mercedes	Classe C 4p (solo tetto vetro) - fixpoint	2007-2014	Punti fissi	YK814W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
424	Mercedes	Classe C 4p (no tetto vetro) - fixpoint	2007-2014	Punti fissi	YK437W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
425	Mercedes	Classe C 4p (solo tetto vetro) - fixpoint	2014-	Punti fissi	YK814W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
426	Mercedes	Classe C 4p (no tetto vetro) - fixpoint	2014-	Punti fissi	YK757W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
427	Mercedes	Classe C Coupè 2p (no tetto vetro) - fixpoint	2011-2015	Punti fissi	YK777W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
428	Mercedes	Classe C Coupè 2p (solo tetto vetro) - fixpoint	2011-2015	Punti fissi	YK846W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
429	Mercedes	Classe C Coupè 2p (anche tetto vetro) - fixpoint	2015-	Punti fissi	YK1018W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
430	Mercedes	Classe C sw - railing	2001-2007	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
431	Mercedes	Classe C sw - railing	2008-2014	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050210		Y8050234	Y8050228		Y8050247	railing standard
432	Mercedes	Classe C sw - profilo	2014-	Profili integrati	YK1074W		Y8050193	Y8050188				Y8050232	Y8050228			profilo integrato
433	Mercedes	Classe E 4p - fixpoint	2002-2009	Punti fissi	YK439W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
434	Mercedes	Classe E 4p (solo tetto vetro) - fixpoint	2009-2016	Punti fissi	YK814W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
435	Mercedes	Classe E 4p (no tetto vetro) - fixpoint	2009-2016	Punti fissi	YK437W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
436	Mercedes	Classe E 4p - fixpoint	2016-	Punti fissi	YK1012W		Y8050196	Y8050189				Y8050235	Y8050229			tetto fixpoint
437	Mercedes	Classe E Coupè 2p (no tetto vetro) - fixpoint	2009-2017	Punti fissi	YK757W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
438	Mercedes	Classe E Coupè 2p (solo tetto vetro) - fixpoint	2009-2017	Punti fissi	YK846W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
439	Mercedes	Classe E Coupè 2p (solo tetto vetro) - fixpoint	2017-	Punti fissi	YK846W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
440	Mercedes	Classe E sw - railing	2003-2009	Barre lungitudinali	YK328W			Y8050188	Y8050204				Y8050228	Y8050241		railing standard
441	Mercedes	Classe E sw - railing	2009-2016	Barre lungitudinali	YK328W		Y8050196	Y8050188				Y8050235	Y8050228			railing standard
442	Mercedes	Classe E sw (no tettuccio) - railing	2009-2016	Barre lungitudinali					Y8050204					Y8050241		railing standard
443	Mercedes	Classe E sw - profilo	2016-	Profili integrati	YK1000W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
444	Mercedes	Classe R - fixpoint	2006-2013	Punti fissi	YK557W		Y8050196	Y8050189				Y8050235	Y8050229			tetto fixpoint
445	Mercedes	Classe S - fixpoint	2005-2013	Punti fissi	YK621W		Y8050197	Y8050188				Y8050236	Y8050228			tetto fixpoint
446	Mercedes	Classe S - fixpoint	2013-	Punti fissi	YK934W		Y8050196	Y8050189				Y8050235	Y8050229			tetto fixpoint
447	Mercedes	Classe V - fixpoint	2014-	Punti fissi	YK500W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
448	Mercedes	Classe V - railing	2014-	Barre lungitudinali	YK328W	Y8050186		Y8050190			Y8050226		Y8050230			railing standard
449	Mercedes	Classe X - railing	2017-2020	Barre lungitudinali	YK328W	Y8050182		Y8050189	Y8050204		Y8050222		Y8050229	Y8050241		railing standard
450	Mercedes	CLS - fixpoint	2004-2010	Punti fissi	YK621W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
451	Mercedes	CLS - fixpoint	2010-2018	Punti fissi	YK814W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
452	Mercedes	CLS - fixpoint	2018-	Punti fissi	YK814W		Y8050197	Y8050189				Y8050236	Y8050229			tetto fixpoint
453	Mercedes	CLS Shooting Brake - fixpoint	2012-2018	Punti fissi	YK814W		Y8050197	Y8050189				Y8050236	Y8050229			tetto fixpoint
454	Mercedes	GL - railing	2006-2016	Barre lungitudinali	YK468W		Y8050196	Y8050189		Y8050211		Y8050235	Y8050229		Y8050248	railing standard
455	Mercedes	GLA - profilo	2014-2020	Profili integrati	YK1051W		Y8050194	Y8050188				Y8050233	Y8050228			profilo integrato
456	Mercedes	GLC - profilo	2015-	Profili integrati	YK1041W		Y8050194	Y8050187				Y8050233	Y8050227			profilo integrato
457	Mercedes	GLC Coupè - fixpoint	2016-	Punti fissi	YK814W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
458	Mercedes	GLE - railing	2019-	Barre lungitudinali	YK328W		Y8050198	Y8050189				Y8050237	Y8050229			railing standard
459	Mercedes	GLE 5p - railing	2015-2018	Barre lungitudinali	YK328W		Y8050198	Y8050189		Y8050212		Y8050237	Y8050229		Y8050249	railing standard
460	Mercedes	GLE Coupè 5p - fixpoint	2015-2020	Punti fissi	YK748W		Y8050198	Y8050189				Y8050237	Y8050229			tetto fixpoint
461	Mercedes	GLK - railing	2008-2015	Barre lungitudinali	YK328W			Y8050189		Y8050210			Y8050229		Y8050247	railing standard
462	Mercedes	GLS - railing	2016-2019	Barre lungitudinali	YK328W		Y8050197	Y8050189	Y8050205			Y8050236	Y8050229	Y8050242		railing standard
463	Mercedes	ML - railing	2005-2011	Barre lungitudinali	YK328W			Y8050189		Y8050211			Y8050229		Y8050248	railing standard
464	Mercedes	ML - railing	2011-2015	Barre lungitudinali	YK328W			Y8050189		Y8050212			Y8050229		Y8050249	railing standard
465	Mercedes	Viano - fixpoint	2003-2014	Punti fissi	YK500W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
466	Mercedes	Viano - railing	2003-2014	Barre lungitudinali	YK328W	Y8050186		Y8050190			Y8050226		Y8050230			railing standard
467	Mercedes	Vito (van) - fixpoint	2003-2014	Punti fissi	YK868W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
468	Mercedes	Vito (van) - railing	2003-2014	Barre lungitudinali	YK328W	Y8050186		Y8050190			Y8050226		Y8050230			railing standard
469	Mercedes	Vito (van) - fixpoint	2015-	Punti fissi	YK868W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
470	Mercedes	Vito (van) - railing	2015-	Barre lungitudinali	YK328W	Y8050186		Y8050190			Y8050226		Y8050230			railing standard
471	Mercedes	Vito Tourer - railing	2015-	Barre lungitudinali	YK328W	Y8050186		Y8050190			Y8050226		Y8050230			railing standard
472	Mini	Clubman (R55) - railing	2007-2015	Barre lungitudinali	YK328W	Y8050178		Y8050187	Y8050201		Y8050218		Y8050227	Y8050238		railing standard
473	Mini	Countryman (F60) - railing	2017-	Barre lungitudinali	YK328W		Y8050195	Y8050188	Y8050203			Y8050234	Y8050228	Y8050240		railing standard
474	Mitsubishi	ASX - fixpoint	2010-	Punti fissi	YK602W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
475	Mitsubishi	ASX - profilo	2010-	Profili integrati	YK508W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
476	Mitsubishi	Colt 5p - fixpoint	2004-2012	Punti fissi	YK332W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
477	Mitsubishi	Eclipse Cross - profilo	2018-	Profili integrati	YK683W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
478	Mitsubishi	Grandis - fixpoint	2005-2011	Punti fissi	YK332W	Y8050180		Y8050188			Y8050220		Y8050228			tetto fixpoint
479	Mitsubishi	Grandis - railing	2005-2011	Barre lungitudinali	YK328W			Y8050188	Y8050202				Y8050228	Y8050239		railing standard
480	Mitsubishi	L200 Club Cab 2p	2005-2015	Tetto nudo	YK189W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
481	Mitsubishi	L200 Double Cab 4p	2005-2015	Tetto nudo	YK189W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
482	Mitsubishi	Lancer 4p - fixpoint	2003-2008	Punti fissi	YK332W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
483	Mitsubishi	Lancer 4p	2008-2011	Tetto nudo	YK170W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
484	Mitsubishi	Lancer Sportback 5p	2008-2011	Tetto nudo	YK170W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
485	Mitsubishi	Lancer Sportback 5p - fixpoint	2008-2011	Punti fissi	YK602W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
486	Mitsubishi	Outlander - fixpoint	2003-2007	Punti fissi	YK332W			Y8050188					Y8050228			tetto fixpoint
487	Mitsubishi	Outlander - fixpoint	2007-2012	Punti fissi	YK537W	Y8050182		Y8050188			Y8050222		Y8050228			tetto fixpoint
488	Mitsubishi	Outlander - railing	2007-2010	Barre lungitudinali	YK328W			Y8050189	Y8050204				Y8050229	Y8050241		railing standard
489	Mitsubishi	Outlander - railing	2010-2012	Barre lungitudinali	YK328W			Y8050188	Y8050204				Y8050228	Y8050241		railing standard
490	Mitsubishi	Outlander - profilo	2012-	Profili integrati	YK683W		Y8050196	Y8050188				Y8050235	Y8050228			profilo integrato
491	Mitsubishi	Pajero 3p - railing	2006-2019	Barre lungitudinali	YK328W	Y8050183		Y8050189	Y8050205		Y8050223		Y8050229	Y8050242		railing standard
492	Mitsubishi	Pajero 5p - fixpoint	2000-2006	Punti fissi	YK332W	Y8050181		Y8050189			Y8050221		Y8050229			tetto fixpoint
493	Mitsubishi	Pajero 5p - railing	2006-2019	Barre lungitudinali	YK328W	Y8050183		Y8050189	Y8050205		Y8050223		Y8050229	Y8050242		railing standard
494	Mitsubishi	Space Star 5p	2013-	Tetto nudo	YK1023W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
495	Nissan	Almera 5p	2000-2006	Tetto nudo	YK188W	Y8050178		Y8050187			Y8050218		Y8050227			tetto standard
496	Nissan	Cube	2010-2011	Tetto nudo	YK538W		Y8050199	Y8050190					Y8050230			tetto standard
497	Nissan	Juke	2010-2019	Tetto nudo	YK582W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
498	Nissan	Leaf	2012-2015	Tetto nudo	YK713W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
499	Nissan	Micra	2010-2017	Tetto nudo	YK597W	Y8050178		Y8050187			Y8050218		Y8050227			tetto standard
500	Nissan	Micra	2017-	Tetto nudo	YK1070W		Y8050194	Y8050187				Y8050233	Y8050227			tetto standard
501	Nissan	Murano - railing	2008-2015	Barre lungitudinali	YK328W			Y8050189	Y8050204				Y8050229	Y8050241		railing standard
502	Nissan	Navara 4p	2005-2014	Tetto nudo	YK493W	Y8050183		Y8050189			Y8050223		Y8050229			tetto standard
503	Nissan	Note	2006-2013	Tetto nudo	YK444W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
504	Nissan	Note	2013-2017	Tetto nudo	YK728W		Y8050194	Y8050188				Y8050233	Y8050228			tetto standard
505	Nissan	NV300 (van) (Passo L2)  - fixpoint	2016-	Punti fissi	YK928W			Y8050190					Y8050230			tetto fixpoint
506	Nissan	Primera sw - fixpoint	2002-2008	Punti fissi	YK500W	Y8050178		Y8050187			Y8050218		Y8050227			tetto fixpoint
507	Nissan	Pulsar	2014-2018	Tetto nudo	YK699W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
508	Nissan	Qashqai	2007-2014	Tetto nudo	YK360W	Y8050183		Y8050189			Y8050223		Y8050229			tetto standard
509	Nissan	Qashqai - railing	2007-2014	Barre lungitudinali	YK328W			Y8050188		Y8050211			Y8050228		Y8050248	railing standard
510	Nissan	Qashqai	2014-	Tetto nudo	YK841W		Y8050197	Y8050189				Y8050236	Y8050229			tetto standard
511	Nissan	Qashqai - railing	2014-	Barre lungitudinali	YK328W		Y8050196	Y8050189				Y8050235	Y8050229			railing standard
512	Nissan	Qashqai+2 - railing	2008-2014	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
513	Nissan	X-Trail - fixpoint	2001-2014	Punti fissi	YK423W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
514	Nissan	X-Trail - railing	2014-	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050210		Y8050234	Y8050228		Y8050247	railing standard
515	Opel	Adam - fixpoint	2013-2019	Punti fissi	YK722W		Y8050193	Y8050187				Y8050232	Y8050227			tetto fixpoint
516	Opel	Adam Rocks - fixpoint	2014-2019	Punti fissi	YK722W		Y8050193	Y8050187				Y8050232	Y8050227			tetto fixpoint
517	Opel	Agila	2008-2015	Tetto nudo	YK619W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
518	Opel	Antara - railing	2006-2017	Barre lungitudinali	YK328W		Y8050195	Y8050188	Y8050203			Y8050234	Y8050228	Y8050240		railing standard
519	Opel	Astra H 5p - fixpoint	2004-2009	Punti fissi	YK396W	Y8050179		Y8050187			Y8050219		Y8050227			tetto fixpoint
520	Opel	Astra J 4p - fixpoint	2012-2018	Punti fissi	YK751W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
521	Opel	Astra J 5p - fixpoint	2010-2015	Punti fissi	YK722W		Y8050193	Y8050187				Y8050232	Y8050227			tetto fixpoint
522	Opel	Astra J GTC 3p - fixpoint	2011-2018	Punti fissi	YK722W		Y8050193	Y8050187				Y8050232	Y8050227			tetto fixpoint
523	Opel	Astra J Sports Tourer - profilo	2010-2016	Profili integrati	YK771W		Y8050194	Y8050188				Y8050233	Y8050228			profilo integrato
524	Opel	Astra K 5p	2015-	Tetto nudo	YK1002W		Y8050196	Y8050188				Y8050235	Y8050228			tetto standard
525	Opel	Combo (van) - fixpoint	2001-2012	Punti fissi	YK850W	Y8050182		Y8050189			Y8050222		Y8050229			tetto fixpoint
526	Opel	Combo (van) - fixpoint	2012-2018	Punti fissi	YK500W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
527	Opel	Combo (van) - railing	2012-2018	Barre lungitudinali					Y8050206					Y8050243		railing standard
528	Opel	Combo Cargo - fixpoint	2018-	Punti fissi	YK1139W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
529	Opel	Combo Tour 5p - fixpoint	2001-2012	Punti fissi	YK850W	Y8050182		Y8050188			Y8050222		Y8050228			tetto fixpoint
530	Opel	Combo Tour 5p - fixpoint	2012-2017	Punti fissi	YK500W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
531	Opel	Combo Tour 5p - railing	2012-2017	Barre lungitudinali					Y8050206					Y8050243		railing standard
532	Opel	Corsa 3p - fixpoint	2000-2006	Punti fissi	YK435W	Y8050179		Y8050187			Y8050219		Y8050227			tetto fixpoint
533	Opel	Corsa 3p - fixpoint	2006-2014	Punti fissi	YK622W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
534	Opel	Corsa 3p - fixpoint	2014-2019	Punti fissi	YK909W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
535	Opel	Corsa 5p - fixpoint	2006-2014	Punti fissi	YK523W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
536	Opel	Corsa 5p - fixpoint	2014-2019	Punti fissi	YK909W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
537	Opel	Crossland X - profilo	2017-	Profili integrati	YK1000W		Y8050194	Y8050187				Y8050233	Y8050227			profilo integrato
538	Opel	Grandland X - profilo	2017-	Profili integrati	YK1000W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
539	Opel	Insignia 4p	2009-2017	Tetto nudo	YK781W		Y8050196	Y8050189				Y8050235	Y8050229			tetto standard
540	Opel	Insignia Grand Sport 4p	2017-	Tetto nudo	YK1083W	Y8050182		Y8050189			Y8050222		Y8050229			tetto standard
541	Opel	Insignia Sports Tourer - profilo	2009-2017	Profili integrati	YK739W		Y8050196	Y8050189				Y8050235	Y8050229			profilo integrato
542	Opel	Karl Rocks - railing	2017-2019	Barre lungitudinali						Y8050208					Y8050245	railing standard
543	Opel	Meriva - fixpoint	2010-2017	Punti fissi	YK622W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
544	Opel	Mokka - profilo	2012-2016	Profili integrati	YK1043W		Y8050193	Y8050188				Y8050232	Y8050228			profilo integrato
545	Opel	Mokka X - profilo	2016-2019	Profili integrati	YK1043W		Y8050193	Y8050187				Y8050232	Y8050227			profilo integrato
546	Opel	Vectra 4p - fixpoint	2002-2009	Punti fissi	YK461W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
547	Opel	Vectra 5p - fixpoint	2002-2009	Punti fissi	YK461W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
548	Opel	Vectra sw - fixpoint	2004-2009	Punti fissi	YK461W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
549	Opel	Vivaro (van) - fixpoint	2001-2013	Punti fissi	YK723W			Y8050190					Y8050230			tetto fixpoint
550	Opel	Vivaro (van) - fixpoint	2014-2019	Punti fissi	YK928W			Y8050190					Y8050230			tetto fixpoint
551	Opel	Zafira - railing	1999-2005	Barre lungitudinali	YK328W	Y8050179		Y8050188		Y8050209	Y8050219		Y8050228		Y8050246	railing standard
552	Opel	Zafira - profilo	2005-2011	Profili integrati	YK750W	Y8050181		Y8050189			Y8050221		Y8050229			profilo integrato
553	Opel	Zafira One - profilo	2011-2015	Profili integrati	YK750W	Y8050181		Y8050189			Y8050221		Y8050229			profilo integrato
554	Opel	Zafira Tourer - fixpoint	2011-2019	Punti fissi	YK722W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
555	Opel	Zafira Tourer - profilo	2011-2019	Profili integrati	YK755W		Y8050196	Y8050189				Y8050235	Y8050229			profilo integrato
556	Peugeot	1007 - railing	2005-2010	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
557	Peugeot	2008 - railing	2013-2019	Barre lungitudinali	YK328W		Y8050194	Y8050187		Y8050208		Y8050233	Y8050227		Y8050245	railing standard
558	Peugeot	207 3p - fixpoint	2006-2012	Punti fissi	YK466W	Y8050178		Y8050187			Y8050218		Y8050227			tetto fixpoint
559	Peugeot	207 5p - fixpoint	2006-2012	Punti fissi	YK466W		Y8050193	Y8050187				Y8050232	Y8050227			tetto fixpoint
560	Peugeot	207 Plus 3p - fixpoint	2013-2014	Punti fissi	YK466W	Y8050178		Y8050187			Y8050218		Y8050227			tetto fixpoint
561	Peugeot	207 Plus 5p - fixpoint	2013-2014	Punti fissi	YK466W		Y8050193	Y8050187				Y8050232	Y8050227			tetto fixpoint
562	Peugeot	207 sw - railing	2007-2013	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
563	Peugeot	208 3p	2012-2018	Tetto nudo	YK967W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
564	Peugeot	208 5p	2012-2019	Tetto nudo	YK783W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
565	Peugeot	3008 - fixpoint	2009-2016	Punti fissi	YK466W		Y8050197	Y8050189				Y8050236	Y8050229			tetto fixpoint
566	Peugeot	3008	2016-	Tetto nudo	YK1061W	Y8050182		Y8050189			Y8050222		Y8050229			tetto standard
567	Peugeot	3008 - profilo	2016-	Profili integrati	YK1000W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
568	Peugeot	307 3p - fixpoint	2001-2007	Punti fissi	YK337W	Y8050180		Y8050188			Y8050220		Y8050228			tetto fixpoint
569	Peugeot	307 5p - fixpoint	2001-2007	Punti fissi	YK337W	Y8050180		Y8050188			Y8050220		Y8050228			tetto fixpoint
570	Peugeot	307 sw - railing	2002-2008	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
571	Peugeot	308 5p (anche tettuccio)	2013-	Tetto nudo	YK770W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
572	Peugeot	308 sw - railing	2008-2014	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
573	Peugeot	308 sw	2014-	Tetto nudo	YK770W		Y8050196	Y8050188				Y8050235	Y8050228			tetto standard
574	Peugeot	308 sw - profilo	2014-	Profili integrati	YK829W		Y8050197	Y8050189				Y8050236	Y8050229			profilo integrato
575	Peugeot	4007 - railing	2008-2012	Barre lungitudinali	YK328W	Y8050182		Y8050188		Y8050211	Y8050222		Y8050228		Y8050248	railing standard
576	Peugeot	4008 - fixpoint	2012-2016	Punti fissi	YK602W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
577	Peugeot	4008 - profilo	2012-2016	Profili integrati	YK508W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
578	Peugeot	407 4p - fixpoint	2004-2011	Punti fissi	YK466W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
579	Peugeot	407 sw - railing	2004-2011	Barre lungitudinali	YK328W			Y8050187	Y8050203				Y8050227	Y8050240		railing standard
580	Peugeot	5008 (solo Allure) - fixpoint	2009-2016	Punti fissi	YK871W		Y8050197	Y8050189				Y8050236	Y8050229			tetto fixpoint
581	Peugeot	5008 (no Allure) - fixpoint	2009-2016	Punti fissi	YK466W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
582	Peugeot	5008 - profilo	2017-	Profili integrati	YK1080W		Y8050194	Y8050188				Y8050233	Y8050228			profilo integrato
583	Peugeot	508 4p	2011-2018	Tetto nudo	YK776W		Y8050196	Y8050189				Y8050235	Y8050229			tetto standard
584	Peugeot	508 Rxh (anche tetto vetro) - profilo	2012-2017	Profili integrati	YK667W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
585	Peugeot	508 Rxh (anche tetto vetro) - fixpoint	2014-2017	Punti fissi	YK667W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fixpoint
586	Peugeot	508 sw (anche tetto vetro) - profilo	2011-2018	Profili integrati	YK667W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
587	Peugeot	Bipper (van) - fixpoint	2008-2014	Punti fissi	YK947W		Y8050198	Y8050189				Y8050237	Y8050229			tetto fixpoint
588	Peugeot	Bipper (van) - railing	2008-2014	Barre lungitudinali	YK328W		Y8050198	Y8050189	Y8050206			Y8050237	Y8050229	Y8050243		railing standard
589	Peugeot	Bipper Tepee 5p - fixpoint	2009-2017	Punti fissi	YK947W		Y8050198	Y8050189				Y8050237	Y8050229			tetto fixpoint
590	Peugeot	Bipper Tepee 5p - railing	2009-2017	Barre lungitudinali	YK328W		Y8050198	Y8050189	Y8050206			Y8050237	Y8050229	Y8050243		railing standard
591	Peugeot	Expert (van) - fixpoint	2007-2016	Punti fissi	YK462W	Y8050185		Y8050190			Y8050225		Y8050230			tetto fixpoint
592	Peugeot	Partner (van) (Passo Lungo)  - fixpoint	2008-2018	Punti fissi	YK559W		Y8050197	Y8050189				Y8050236	Y8050229			tetto fixpoint
593	Peugeot	Partner Tepee 5p - railing	2008-2018	Barre lungitudinali	YK328W	Y8050184		Y8050190		Y8050212	Y8050224		Y8050230		Y8050249	railing standard
594	Porsche	Cayenne - railing	2003-2010	Barre lungitudinali	YK328W	Y8050180		Y8050189	Y8050203		Y8050220		Y8050229	Y8050240		railing standard
595	Porsche	Cayenne - profilo scanalato	2003-2010	Profili a T	YK450W	Y8050179		Y8050188			Y8050219		Y8050228			profilo scanalato
596	Porsche	Cayenne	2010-2017	Tetto nudo	YK527W		Y8050198	Y8050189				Y8050237	Y8050229			tetto standard
597	Porsche	Cayenne - railing	2010-2017	Barre lungitudinali	YK328W		Y8050197	Y8050189		Y8050211		Y8050236	Y8050229		Y8050248	railing standard
598	Porsche	Cayenne - profilo	2018-	Profili integrati	YK1000W		Y8050196	Y8050189				Y8050235	Y8050229			profilo integrato
599	Porsche	Macan - profilo	2013-	Profili integrati	YK812W		Y8050195	Y8050189				Y8050234	Y8050229			profilo integrato
